File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF340JWO	tsv	transcript quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF826ONU, ENCFF908FUQ	26098420	ENCODE Processing Pipeline	bc66417cbef909b5aef013fb52a473c8		https://www.encodeproject.org/files/ENCFF340JWO/@@download/ENCFF340JWO.tsv	hg19			released				
ENCFF820HOK	tsv	gene quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF520TFW, ENCFF826ONU	9456254	ENCODE Processing Pipeline	801c58e5f4640e31abed8e8755078089		https://www.encodeproject.org/files/ENCFF820HOK/@@download/ENCFF820HOK.tsv	hg19			released				
ENCFF236XJY	tsv	transcript quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF520TFW, ENCFF826ONU	26044830	ENCODE Processing Pipeline	7e722fdcfbd77e55bd7eeb1e1995f0f1		https://www.encodeproject.org/files/ENCFF236XJY/@@download/ENCFF236XJY.tsv	hg19			released				
ENCFF556VCV	fastq	reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF444CRZ		4627989254	Thomas Gingeras, CSHL	957eb26033d6fd0845e72fabd69665ca	SRA:SRR4422592	https://www.encodeproject.org/files/ENCFF556VCV/@@download/ENCFF556VCV.fastq.gz		HiSeq 2500	/files/ENCFF001RTP/	released				
ENCFF444CRZ	fastq	reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF556VCV		4781622160	Thomas Gingeras, CSHL	7e385659417cf5fe7930c8cfd038a6d4	SRA:SRR4422592	https://www.encodeproject.org/files/ENCFF444CRZ/@@download/ENCFF444CRZ.fastq.gz		HiSeq 2500	/files/ENCFF001RTP/	released				
ENCFF187XBA	bam	alignments	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF444CRZ, ENCFF556VCV, ENCFF742NER	10985749044	ENCODE Processing Pipeline	832cd4955a36f574d3dc4eeece03a6c3		https://www.encodeproject.org/files/ENCFF187XBA/@@download/ENCFF187XBA.bam	GRCh38			released				
ENCFF394LQG	bam	transcriptome alignments	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF444CRZ, ENCFF556VCV, ENCFF742NER	5822699732	ENCODE Processing Pipeline	2e6c54f8403736d4bf8f211c9f3adad6		https://www.encodeproject.org/files/ENCFF394LQG/@@download/ENCFF394LQG.bam	GRCh38			released				
ENCFF767VKA	bigWig	minus strand signal of unique reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF187XBA	110652294	ENCODE Processing Pipeline	c65419f8357d3c28bf47e57a7cfa86c0		https://www.encodeproject.org/files/ENCFF767VKA/@@download/ENCFF767VKA.bigWig	GRCh38			released				
ENCFF701CER	bigWig	plus strand signal of unique reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF187XBA	115616303	ENCODE Processing Pipeline	f2cff7407d5539a316c1d6068f99ec20		https://www.encodeproject.org/files/ENCFF701CER/@@download/ENCFF701CER.bigWig	GRCh38			released				
ENCFF410QJT	bigWig	minus strand signal of all reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF187XBA	118797757	ENCODE Processing Pipeline	0c2367b9ba72af2c45a70cd209e52a7a		https://www.encodeproject.org/files/ENCFF410QJT/@@download/ENCFF410QJT.bigWig	GRCh38			released				
ENCFF578FZM	bigWig	plus strand signal of all reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF187XBA	123555763	ENCODE Processing Pipeline	4915742f2409c29f3924dd2e9c8584ba		https://www.encodeproject.org/files/ENCFF578FZM/@@download/ENCFF578FZM.bigWig	GRCh38			released				
ENCFF469XJS	tsv	transcript quantifications	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF394LQG, ENCFF940AZB	26638613	ENCODE Processing Pipeline	cb3874b46ad96e46c56ec055af2433aa		https://www.encodeproject.org/files/ENCFF469XJS/@@download/ENCFF469XJS.tsv	GRCh38			released				
ENCFF839NBX	tsv	gene quantifications	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF394LQG, ENCFF940AZB	9854137	ENCODE Processing Pipeline	2b7edff72733952dc55d7dba75786d74		https://www.encodeproject.org/files/ENCFF839NBX/@@download/ENCFF839NBX.tsv	GRCh38			released				
ENCFF711VBS	bam	alignments	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF444CRZ, ENCFF556VCV, ENCFF839KAI	8695666734	ENCODE Processing Pipeline	f35167fc106dd6ed75eb8eda732e2bfb		https://www.encodeproject.org/files/ENCFF711VBS/@@download/ENCFF711VBS.bam	hg19			released				
ENCFF355JEL	bam	transcriptome alignments	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF444CRZ, ENCFF556VCV, ENCFF839KAI	6141265771	ENCODE Processing Pipeline	2995c72c6f4a67c4c4de07cee3601b00		https://www.encodeproject.org/files/ENCFF355JEL/@@download/ENCFF355JEL.bam	hg19			released				
ENCFF809CKG	bigWig	minus strand signal of unique reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF711VBS	110415998	ENCODE Processing Pipeline	8254c7e00460d2543880b062d1ea239e		https://www.encodeproject.org/files/ENCFF809CKG/@@download/ENCFF809CKG.bigWig	hg19			released				
ENCFF941CFC	bigWig	plus strand signal of unique reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF711VBS	115707684	ENCODE Processing Pipeline	907950697ea810b08920504c1cb687ea		https://www.encodeproject.org/files/ENCFF941CFC/@@download/ENCFF941CFC.bigWig	hg19			released				
ENCFF374RTS	bigWig	plus strand signal of all reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF711VBS	122652639	ENCODE Processing Pipeline	54de5a437f1f2e0958262f18488f986b		https://www.encodeproject.org/files/ENCFF374RTS/@@download/ENCFF374RTS.bigWig	hg19			released				
ENCFF566MLA	bigWig	minus strand signal of all reads	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF711VBS	117856494	ENCODE Processing Pipeline	d0e816302d4a59508ba3c733609da1e9		https://www.encodeproject.org/files/ENCFF566MLA/@@download/ENCFF566MLA.bigWig	hg19			released				
ENCFF204BZU	tsv	gene quantifications	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF355JEL, ENCFF826ONU	9490045	ENCODE Processing Pipeline	90e1e28cf6594138f08441855517b0e4		https://www.encodeproject.org/files/ENCFF204BZU/@@download/ENCFF204BZU.tsv	hg19			released				
ENCFF639IFV	tsv	transcript quantifications	ENCSR586SYA	RNA-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF355JEL, ENCFF826ONU	26201519	ENCODE Processing Pipeline	b6bb6933c88277b4de8b472961800931		https://www.encodeproject.org/files/ENCFF639IFV/@@download/ENCFF639IFV.tsv	hg19			released				
ENCFF816QOY	fastq	reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1	2	43		single-ended				196173087	Zhiping Weng, UMass	88810e477c8e82f08a593c9efa5f4214	SRA:SRR020287	https://www.encodeproject.org/files/ENCFF816QOY/@@download/ENCFF816QOY.fastq.gz		Illumina Genome Analyzer II		released			missing spikeins, insufficient read length	
ENCFF476PHC	fastq	reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1	2	87		single-ended				899523462	Zhiping Weng, UMass	ebf5fbeed6f666c6e1fc6f7b33299ebe	SRA:SRR020289	https://www.encodeproject.org/files/ENCFF476PHC/@@download/ENCFF476PHC.fastq.gz		Illumina Genome Analyzer II		released			missing spikeins, insufficient read length	
ENCFF821YWS	fastq	reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1	2	87		single-ended				908247574	Zhiping Weng, UMass	763c8f4cbcacb646afed60bd7d94f89d	SRA:SRR020290	https://www.encodeproject.org/files/ENCFF821YWS/@@download/ENCFF821YWS.fastq.gz		Illumina Genome Analyzer II		released			missing spikeins, insufficient read length	
ENCFF712SHP	fastq	reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1	2	87		single-ended				871124950	Zhiping Weng, UMass	8fc257ad2aec6bfda56ce55a1895338f	SRA:SRR020288	https://www.encodeproject.org/files/ENCFF712SHP/@@download/ENCFF712SHP.fastq.gz		Illumina Genome Analyzer II		released			missing spikeins, insufficient read length	
ENCFF793PLC	fastq	reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1	2	87		single-ended				898938276	Zhiping Weng, UMass	0331c8272476ddff2118624fd1c81615	SRA:SRR020291	https://www.encodeproject.org/files/ENCFF793PLC/@@download/ENCFF793PLC.fastq.gz		Illumina Genome Analyzer II		released			missing spikeins, insufficient read length	
ENCFF896KYA	bam	alignments	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF476PHC, ENCFF712SHP, ENCFF793PLC, ENCFF816QOY, ENCFF821YWS	4143539020	ENCODE Processing Pipeline	32caacf43147c461a4197bd246634097		https://www.encodeproject.org/files/ENCFF896KYA/@@download/ENCFF896KYA.bam	hg19			released			missing spikeins, insufficient read length	
ENCFF983GPZ	bam	transcriptome alignments	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF069ZCO, ENCFF476PHC, ENCFF712SHP, ENCFF793PLC, ENCFF816QOY, ENCFF821YWS	4042107744	ENCODE Processing Pipeline	e822d8532dbe293a9f5f263afc683672		https://www.encodeproject.org/files/ENCFF983GPZ/@@download/ENCFF983GPZ.bam	hg19			released			missing spikeins, insufficient read length	
ENCFF098YEY	bigWig	signal of unique reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF896KYA	97798329	ENCODE Processing Pipeline	0923691faec4ef96e63267e2542c5a20		https://www.encodeproject.org/files/ENCFF098YEY/@@download/ENCFF098YEY.bigWig	hg19			released			missing spikeins, insufficient read length	
ENCFF856TBV	bigWig	signal of all reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF896KYA	124845645	ENCODE Processing Pipeline	ef55bc916477b67fde964dab9c169967		https://www.encodeproject.org/files/ENCFF856TBV/@@download/ENCFF856TBV.bigWig	hg19			released			missing spikeins, insufficient read length	
ENCFF520REX	tsv	transcript quantifications	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF983GPZ	26492827	ENCODE Processing Pipeline	81c53be9a5583963b89c77155c21ac44		https://www.encodeproject.org/files/ENCFF520REX/@@download/ENCFF520REX.tsv	hg19			released			missing spikeins, insufficient read length	
ENCFF594ENI	tsv	gene quantifications	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF983GPZ	9798325	ENCODE Processing Pipeline	9e8178050ea58cce6b6c81a79bafb267		https://www.encodeproject.org/files/ENCFF594ENI/@@download/ENCFF594ENI.tsv	hg19			released			missing spikeins, insufficient read length	
ENCFF125YZE	bam	alignments	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF476PHC, ENCFF712SHP, ENCFF742NER, ENCFF793PLC, ENCFF816QOY, ENCFF821YWS	9049813492	ENCODE Processing Pipeline	79fa735c269cf3b9c6f5361ed74b03f2		https://www.encodeproject.org/files/ENCFF125YZE/@@download/ENCFF125YZE.bam	GRCh38			released			missing spikeins, insufficient read length	
ENCFF550DNR	tsv	transcript quantifications	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF048YST, ENCFF940AZB	26878854	ENCODE Processing Pipeline	83937904554d3ab7618a345a599cde8d		https://www.encodeproject.org/files/ENCFF550DNR/@@download/ENCFF550DNR.tsv	GRCh38			released			missing spikeins, insufficient read length	
ENCFF048YST	bam	transcriptome alignments	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF476PHC, ENCFF712SHP, ENCFF742NER, ENCFF793PLC, ENCFF816QOY, ENCFF821YWS	3737612748	ENCODE Processing Pipeline	cdde7d8ae940550cf6a84c9dbf532cc9		https://www.encodeproject.org/files/ENCFF048YST/@@download/ENCFF048YST.bam	GRCh38			released			missing spikeins, insufficient read length	
ENCFF270CMZ	bigWig	signal of all reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF125YZE	125861231	ENCODE Processing Pipeline	a036d6d3fa339b8f07ca781be963ee77		https://www.encodeproject.org/files/ENCFF270CMZ/@@download/ENCFF270CMZ.bigWig	GRCh38			released			missing spikeins, insufficient read length	
ENCFF047AKP	tsv	gene quantifications	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF048YST, ENCFF940AZB	10175200	ENCODE Processing Pipeline	d341f1a3723bb59f09eb2bd612d6e9cf		https://www.encodeproject.org/files/ENCFF047AKP/@@download/ENCFF047AKP.tsv	GRCh38			released			missing spikeins, insufficient read length	
ENCFF253JND	bigWig	signal of unique reads	ENCSR537BCG	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	unknown	Homo sapiens							RNA	rRNA	see document			True	2013-07-31	Roadmap				1							ENCFF125YZE	97607912	ENCODE Processing Pipeline	c7f5fa3c6227179d8d82957e470e1669		https://www.encodeproject.org/files/ENCFF253JND/@@download/ENCFF253JND.bigWig	GRCh38			released			missing spikeins, insufficient read length	
ENCFF393GQZ	fastq	reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	1	ENCFF253MPW		8785847717	Thomas Gingeras, CSHL	36e3edf98d438ecdf8eb6d49e83b0c97	SRA:SRR3192576	https://www.encodeproject.org/files/ENCFF393GQZ/@@download/ENCFF393GQZ.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released	low replicate concordance, low read depth			
ENCFF253MPW	fastq	reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2	1	101		paired-ended	2	ENCFF393GQZ		8626486262	Thomas Gingeras, CSHL	cb451483cf8b51941d02345e08c6c1f0	SRA:SRR3192576	https://www.encodeproject.org/files/ENCFF253MPW/@@download/ENCFF253MPW.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released	low replicate concordance, low read depth			
ENCFF424DEO	fastq	reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF969BOA		8868925199	Thomas Gingeras, CSHL	ff42466b9f4f91df01e24fa8e546ead3	SRA:SRR3192577	https://www.encodeproject.org/files/ENCFF424DEO/@@download/ENCFF424DEO.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released	low replicate concordance, low read depth			
ENCFF969BOA	fastq	reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF424DEO		8714922491	Thomas Gingeras, CSHL	6991a2b8d88e06123e3e9f823a28088f	SRA:SRR3192577	https://www.encodeproject.org/files/ENCFF969BOA/@@download/ENCFF969BOA.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released	low replicate concordance, low read depth			
ENCFF765STC	bam	alignments	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF424DEO, ENCFF515BAC, ENCFF969BOA	15543224025	ENCODE Processing Pipeline	615833018af66d97031f20e95f78e493		https://www.encodeproject.org/files/ENCFF765STC/@@download/ENCFF765STC.bam	hg19			released	low replicate concordance, low read depth			
ENCFF578MLE	bam	alignments	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2							ENCFF253MPW, ENCFF393GQZ, ENCFF515BAC	16286150553	ENCODE Processing Pipeline	a030995e5875157bf7db1b0e408b9960		https://www.encodeproject.org/files/ENCFF578MLE/@@download/ENCFF578MLE.bam	hg19			released	low replicate concordance, low read depth			
ENCFF519HOQ	bigWig	minus strand signal of unique reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF765STC	22471340	ENCODE Processing Pipeline	46a9e5a4c70e6602fe928907c4f9292f		https://www.encodeproject.org/files/ENCFF519HOQ/@@download/ENCFF519HOQ.bigWig	hg19			released	low replicate concordance, low read depth			
ENCFF402RBH	bigWig	plus strand signal of all reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF765STC	23457730	ENCODE Processing Pipeline	273124f7ce12bb42721a351d0dcacfba		https://www.encodeproject.org/files/ENCFF402RBH/@@download/ENCFF402RBH.bigWig	hg19			released	low replicate concordance, low read depth			
ENCFF565EKF	bigWig	plus strand signal of unique reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF765STC	22334452	ENCODE Processing Pipeline	218c5dd9c4c3ace926754e880b14bda5		https://www.encodeproject.org/files/ENCFF565EKF/@@download/ENCFF565EKF.bigWig	hg19			released	low replicate concordance, low read depth			
ENCFF916PKT	bigWig	minus strand signal of unique reads	ENCSR233IJT	RNA-seq	CL:0000127	astrocyte	primary cell	unknown	unknown	unknown	Homo sapiens							RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				2							ENCFF578MLE	18800957	ENCODE Processing Pipeline	f15522d0c180136edf8a51d596310339		https://www.encodeproject.org/files/ENCFF916PKT/@@download/ENCFF916PKT.bigWig	hg19			released	low replicate concordance, low read depth			
